customer_id,is_churned,final_churn_date,num_subscriptions,tenure_days,total_orders,total_revenue,post_churn_order_flag,total_tickets,tickets_last_30d_pre_churn,tickets_last_7d_pre_churn,has_post_churn_ticket_flag,total_events,events_last_30d_pre_churn,events_last_7d_pre_churn,post_churn_engagement_flag
17486,1,2024-06-17,2.0,1260.0,48,911.74,0,2,0.0,0.0,0,626,0.0,0.0,1
17726,1,2021-06-03,1.0,150.0,1,537.96,1,2,0.0,0.0,0,1,0.0,0.0,0
19332,1,2023-05-24,2.0,870.0,50,1371.2,0,2,0.0,0.0,1,295,0.0,0.0,1
21398,0,,1.0,2914265.0,49,1892.38,0,0,0.0,0.0,0,1,0.0,0.0,0
22418,1,2022-12-25,1.0,720.0,25,398.5,1,2,0.0,0.0,0,1,0.0,0.0,0
23938,1,2022-03-30,1.0,450.0,16,242.56,1,5,1.0,0.0,0,1,0.0,0.0,0
24197,0,,1.0,2914265.0,4,2188.8,0,2,0.0,0.0,0,1,0.0,0.0,0
2449,1,2022-08-25,2.0,597.0,21,398.74,1,1,0.0,0.0,0,282,0.0,0.0,0
4640,1,2021-08-03,1.0,210.0,8,297.68,1,1,0.0,0.0,0,98,0.0,0.0,0
5539,1,2024-01-29,3.0,1119.0,48,1527.36,0,3,0.0,0.0,1,3,1.0,0.0,1
7667,1,2021-10-02,2.0,270.0,49,4473.57,0,4,0.0,0.0,1,2,0.0,0.0,1
10328,0,,1.0,2914264.0,49,1851.22,0,2,0.0,0.0,0,1,0.0,0.0,0
10370,1,2021-12-11,3.0,340.0,14,1674.86,0,3,0.0,0.0,1,36,6.0,0.0,1
12490,1,2021-04-05,1.0,90.0,4,65.08,1,1,0.0,0.0,0,1,0.0,0.0,0
13966,1,2024-02-17,3.0,1138.0,36,592.32,1,4,0.0,0.0,0,78,0.0,0.0,0
14240,1,2023-04-25,1.0,840.0,29,1152.17,1,3,0.0,0.0,0,1,0.0,0.0,0
14289,1,2024-07-18,2.0,1290.0,48,5129.32,0,2,0.0,0.0,1,2,0.0,0.0,1
14504,0,,1.0,2914264.0,49,5054.84,0,1,0.0,0.0,0,1,0.0,0.0,0
14767,1,2022-11-06,2.0,670.0,23,818.22,1,2,0.0,0.0,0,2,0.0,0.0,0
15587,1,2021-03-06,2.0,60.0,49,3931.01,0,4,0.0,0.0,1,2,0.0,0.0,1
15923,1,2022-09-27,2.0,630.0,48,2037.9,0,3,1.0,0.0,1,383,0.0,0.0,1
16284,1,2023-12-04,2.0,1063.0,4,774.6,1,3,0.0,0.0,0,2,0.0,0.0,0
18669,1,2021-11-01,2.0,300.0,38,1562.02,0,3,0.0,0.0,1,2,0.0,0.0,1
18726,1,2024-03-10,2.0,1160.0,38,1310.26,1,3,0.0,0.0,0,2,0.0,0.0,0
19269,1,2021-02-04,1.0,30.0,2,39.76,1,1,1.0,1.0,0,16,16.0,0.0,0
232,1,2021-06-22,3.0,167.0,9,4950.39,0,2,0.0,0.0,1,23,21.0,0.0,1
342,1,2024-06-07,3.0,1248.0,42,956.58,0,1,0.0,0.0,1,230,0.0,0.0,1
844,1,2021-12-02,1.0,330.0,12,219.48,1,5,0.0,0.0,0,1,0.0,0.0,0
4887,1,2021-05-06,1.0,120.0,5,223.4,1,4,1.0,0.0,0,1,0.0,0.0,0
5230,1,2022-11-27,2.0,690.0,27,2102.64,0,3,0.0,0.0,1,362,0.0,0.0,1
6449,1,2021-12-22,2.0,350.0,10,940.98,1,2,0.0,0.0,0,121,0.0,0.0,0
7867,1,2021-05-06,1.0,120.0,5,89.7,1,1,1.0,0.0,0,1,0.0,0.0,0
10939,1,2023-11-03,2.0,1031.0,35,1046.36,1,3,0.0,0.0,0,2,0.0,0.0,0
15335,1,2024-02-20,2.0,1140.0,40,2196.24,0,4,0.0,0.0,0,123,0.0,0.0,1
17757,0,,1.0,2914263.0,4,4083.36,0,0,0.0,0.0,0,1,0.0,0.0,0
19110,1,2022-03-26,3.0,444.0,49,4033.94,0,5,0.0,0.0,1,519,0.0,0.0,1
19134,1,2024-01-21,1.0,1110.0,38,755.44,1,1,0.0,0.0,0,1,0.0,0.0,0
20000,1,2022-09-15,3.0,617.0,20,869.24,1,1,0.0,0.0,0,3,0.0,0.0,0
22316,1,2021-10-28,2.0,295.0,9,139.03,1,4,0.0,0.0,0,2,1.0,0.0,0
23700,1,2023-06-29,2.0,904.0,30,662.0,1,5,0.0,0.0,0,137,0.0,0.0,0
23767,1,2023-04-30,2.0,844.0,29,1158.35,1,5,0.0,0.0,0,271,0.0,0.0,0
39,1,2022-03-08,2.0,425.0,14,270.85,1,5,1.0,1.0,0,126,0.0,0.0,0
2175,1,2024-09-18,2.0,1350.0,6,5306.86,0,1,0.0,0.0,0,2,0.0,0.0,1
2710,1,2023-07-08,2.0,912.0,9,572.47,1,2,0.0,0.0,0,333,0.0,0.0,0
4802,0,,1.0,2914262.0,49,4470.27,0,0,0.0,0.0,0,1,0.0,0.0,0
5672,1,2022-07-25,2.0,564.0,20,351.1,1,2,0.0,0.0,0,2,0.0,0.0,0
10904,0,,1.0,2914262.0,4,2147.52,0,0,0.0,0.0,0,1,0.0,0.0,0
12392,1,2021-04-07,2.0,90.0,49,2306.3,0,3,0.0,0.0,1,2,0.0,0.0,1
12653,1,2023-09-24,2.0,990.0,36,1817.18,0,2,0.0,0.0,0,711,0.0,0.0,1
13005,1,2024-07-10,2.0,1280.0,43,1578.12,1,5,0.0,0.0,0,2,0.0,0.0,0
13715,1,2021-10-04,2.0,270.0,38,3677.84,0,1,0.0,0.0,1,2,0.0,0.0,1
15918,1,2023-03-01,3.0,783.0,26,458.22,1,1,0.0,0.0,0,91,0.0,0.0,0
16194,1,2023-12-23,1.0,1080.0,3,647.64,1,1,0.0,0.0,0,1,0.0,0.0,0
16573,1,2023-04-17,3.0,830.0,47,1373.41,0,3,0.0,0.0,1,3,0.0,0.0,1
18593,1,2022-09-01,2.0,602.0,21,324.21,1,4,1.0,0.0,0,245,0.0,0.0,0
20597,0,,1.0,2914262.0,49,5779.55,0,0,0.0,0.0,0,1,0.0,0.0,0
20802,1,2023-08-22,3.0,957.0,33,594.82,1,1,0.0,0.0,0,3,0.0,0.0,0
21722,1,2022-05-02,2.0,480.0,20,884.34,0,1,0.0,0.0,1,2,0.0,0.0,1
21872,0,,1.0,2914262.0,4,798.72,0,2,0.0,0.0,0,1,0.0,0.0,0
22873,1,2023-05-27,1.0,870.0,30,1499.7,1,4,0.0,0.0,0,433,0.0,0.0,0
23048,1,2021-10-04,2.0,270.0,48,1908.42,0,5,1.0,0.0,1,2,0.0,0.0,1
24408,1,2024-05-10,2.0,1219.0,41,4350.54,1,1,0.0,0.0,0,2,0.0,0.0,0
100,1,2022-06-01,2.0,509.0,18,336.86,1,2,0.0,0.0,0,235,0.0,0.0,0
1018,1,2021-02-07,1.0,30.0,1,217.32,1,3,3.0,2.0,0,1,1.0,0.0,0
4239,1,2023-05-28,1.0,870.0,3,606.96,1,2,0.0,0.0,0,1,0.0,0.0,0
6162,1,2024-03-08,3.0,1155.0,36,1816.12,1,4,0.0,0.0,0,3,0.0,0.0,0
6342,1,2023-03-01,2.0,782.0,27,1082.13,1,5,0.0,0.0,0,2,1.0,0.0,0
6562,1,2024-07-31,2.0,1300.0,44,1929.38,1,3,0.0,0.0,0,624,0.0,0.0,0
7882,1,2024-11-24,2.0,1416.0,47,2101.03,1,2,0.0,0.0,0,414,0.0,0.0,0
8426,1,2022-09-27,2.0,627.0,22,363.5,1,5,0.0,0.0,0,187,0.0,0.0,0
9775,1,2021-05-08,1.0,120.0,5,96.2,1,4,0.0,0.0,0,1,0.0,0.0,0
10049,1,2022-09-30,2.0,630.0,25,1631.76,0,4,0.0,0.0,1,2,0.0,0.0,1
10480,1,2024-01-23,2.0,1110.0,15,1720.83,0,3,0.0,0.0,0,2,0.0,0.0,1
11096,0,,1.0,2914261.0,4,764.16,0,1,0.0,0.0,0,1,0.0,0.0,0
15032,0,,1.0,2914261.0,49,2436.77,0,2,0.0,0.0,0,1,0.0,0.0,0
16084,1,2023-09-25,2.0,990.0,49,1701.77,0,4,0.0,0.0,1,2,0.0,0.0,1
17686,1,2021-04-08,1.0,90.0,4,70.56,1,4,0.0,0.0,0,1,0.0,0.0,0
18249,1,2024-06-04,3.0,1243.0,41,736.45,1,2,0.0,0.0,0,87,0.0,0.0,0
18867,1,2021-09-05,1.0,240.0,1,183.72,1,2,1.0,0.0,0,1,0.0,0.0,0
19962,1,2022-04-03,2.0,450.0,35,1677.18,0,1,0.0,0.0,1,2,0.0,0.0,1
23703,1,2022-06-02,2.0,510.0,49,3828.05,0,5,0.0,0.0,1,263,0.0,0.0,1
24000,1,2021-11-17,2.0,313.0,7,572.04,1,4,0.0,0.0,0,2,0.0,0.0,0
24121,0,,1.0,2914261.0,4,1952.16,0,0,0.0,0.0,0,1,0.0,0.0,0
1717,1,2021-02-08,1.0,30.0,2,32.94,1,3,2.0,1.0,1,1,1.0,0.0,0
4401,1,2023-04-05,2.0,816.0,28,953.01,1,5,1.0,0.0,0,2,0.0,0.0,0
4752,1,2022-07-03,1.0,540.0,19,345.61,1,5,0.0,0.0,0,1,0.0,0.0,0
5720,0,,1.0,2914260.0,49,871.22,0,1,0.0,0.0,0,1,0.0,0.0,0
7101,1,2023-04-29,1.0,840.0,29,1124.91,1,1,0.0,0.0,0,1,0.0,0.0,0
7540,1,2022-06-03,2.0,510.0,49,1609.15,0,3,0.0,0.0,1,2,0.0,0.0,1
7806,1,2024-12-27,2.0,1448.0,49,833.57,1,1,0.0,0.0,0,2,0.0,0.0,0
10245,0,,1.0,2914260.0,49,2190.79,0,2,0.0,0.0,0,1,0.0,0.0,0
11575,1,2022-07-03,2.0,540.0,5,3545.04,0,1,0.0,0.0,1,2,0.0,0.0,1
13067,1,2023-04-13,2.0,824.0,28,512.62,1,3,0.0,0.0,0,283,0.0,0.0,0
14256,1,2022-02-21,2.0,408.0,14,452.04,1,2,0.0,0.0,0,84,0.0,0.0,0
15089,1,2022-08-02,2.0,570.0,30,828.4,0,4,0.0,0.0,1,432,0.0,0.0,1
20181,0,,1.0,2914260.0,4,875.04,0,0,0.0,0.0,0,1,0.0,0.0,0
23001,1,2024-03-24,1.0,1170.0,40,738.0,1,4,0.0,0.0,0,588,0.0,0.0,0
23107,1,2022-07-03,1.0,540.0,19,305.33,1,1,0.0,0.0,0,1,0.0,0.0,0
23748,1,2024-11-28,3.0,1419.0,45,1715.92,1,2,0.0,0.0,0,407,1.0,0.0,0
24292,1,2022-11-30,2.0,690.0,47,819.44,0,4,0.0,0.0,1,337,0.0,0.0,1
25000,0,,1.0,2914260.0,49,4426.66,0,1,0.0,0.0,0,1,0.0,0.0,0
798,1,2021-10-07,1.0,270.0,10,1116.0,1,3,0.0,0.0,0,1,0.0,0.0,0
1111,1,2021-09-07,2.0,240.0,13,5569.68,0,4,0.0,0.0,1,2,0.0,0.0,1
1383,1,2024-10-01,3.0,1360.0,46,878.22,1,4,1.0,0.0,0,205,0.0,0.0,0
6732,1,2023-09-27,1.0,990.0,34,4047.36,1,2,0.0,0.0,0,491,0.0,0.0,0
6962,1,2023-10-30,2.0,1023.0,35,616.35,1,3,0.0,0.0,0,332,0.0,0.0,0
7984,1,2021-04-10,2.0,90.0,8,967.04,0,4,0.0,0.0,1,2,0.0,0.0,1
8774,1,2024-05-15,3.0,1221.0,40,1354.18,1,4,0.0,0.0,0,3,0.0,0.0,0
9662,1,2021-07-09,2.0,180.0,49,2140.88,0,3,0.0,0.0,1,90,0.0,0.0,1
11195,1,2022-05-31,3.0,506.0,10,345.36,1,5,0.0,0.0,0,186,0.0,0.0,0
11886,1,2023-07-06,2.0,907.0,6,696.78,1,5,0.0,0.0,0,380,0.0,0.0,0
13963,1,2024-01-16,3.0,1101.0,38,3809.99,0,1,0.0,0.0,0,200,0.0,0.0,1
15027,1,2023-02-13,2.0,764.0,25,450.66,1,4,0.0,0.0,0,342,0.0,0.0,0
15254,1,2024-01-14,2.0,1099.0,37,915.04,1,4,1.0,0.0,0,127,0.0,0.0,0
15501,1,2024-09-20,2.0,1349.0,45,1688.58,1,1,0.0,0.0,0,626,0.0,0.0,0
16409,1,2021-10-07,2.0,270.0,47,4488.52,0,2,0.0,0.0,1,2,0.0,0.0,1
17097,1,2021-03-11,1.0,60.0,3,55.23,1,2,0.0,0.0,0,30,5.0,0.0,0
17341,1,2023-03-29,3.0,808.0,36,1197.16,0,4,0.0,0.0,1,219,0.0,0.0,1
19285,1,2024-05-19,3.0,1225.0,41,1176.26,1,2,0.0,0.0,0,387,0.0,0.0,0
21382,1,2023-08-09,3.0,941.0,33,1377.12,0,3,0.0,0.0,1,67,0.0,0.0,1
21989,1,2024-01-17,3.0,1102.0,48,1668.06,0,5,0.0,0.0,1,3,0.0,0.0,1
608,1,2024-04-17,2.0,1192.0,11,977.04,1,3,0.0,0.0,0,2,0.0,0.0,0
2849,1,2024-11-30,2.0,1419.0,10,934.38,1,2,0.0,0.0,0,2,0.0,0.0,0
3124,1,2024-05-28,3.0,1233.0,40,1081.87,1,2,0.0,0.0,0,83,0.0,0.0,0
4980,1,2024-11-21,1.0,1410.0,48,3858.72,1,2,0.0,0.0,0,1,0.0,0.0,0
5255,0,,1.0,2914258.0,49,1801.73,0,2,0.0,0.0,0,1,0.0,0.0,0
7222,1,2021-10-08,1.0,270.0,10,187.8,1,3,1.0,0.0,0,1,0.0,0.0,0
7451,1,2021-09-01,2.0,233.0,7,234.86,1,3,0.0,0.0,0,2,0.0,0.0,0
9441,1,2024-08-14,3.0,1311.0,42,1937.67,1,1,0.0,0.0,0,155,1.0,0.0,0
9894,1,2021-08-09,1.0,210.0,1,193.44,1,2,1.0,0.0,0,1,0.0,0.0,0
10232,1,2023-04-12,3.0,821.0,27,529.99,1,4,0.0,0.0,0,116,1.0,0.0,0
13473,1,2024-11-19,2.0,1408.0,46,1308.51,1,3,0.0,0.0,0,204,0.0,0.0,0
15258,1,2023-03-02,1.0,780.0,27,437.94,1,4,0.0,0.0,0,1,0.0,0.0,0
16279,1,2022-09-30,2.0,627.0,15,1175.14,1,3,0.0,0.0,0,112,0.0,0.0,0
21118,0,,1.0,2914258.0,4,2197.44,0,2,0.0,0.0,0,1,0.0,0.0,0
22087,1,2022-10-03,1.0,630.0,2,850.8,1,1,0.0,0.0,0,1,0.0,0.0,0
1231,1,2024-07-26,3.0,1291.0,42,864.04,1,1,0.0,0.0,0,328,0.0,0.0,0
2858,1,2023-08-30,2.0,960.0,35,1986.15,0,1,0.0,0.0,0,2,0.0,0.0,1
3599,1,2024-03-30,3.0,1173.0,48,1392.67,0,3,1.0,0.0,0,3,0.0,0.0,1
6112,1,2021-07-11,1.0,180.0,7,120.26,1,1,0.0,0.0,0,1,0.0,0.0,0
6784,1,2024-02-26,2.0,1140.0,5,2062.32,0,3,0.0,0.0,0,576,0.0,0.0,1
7726,1,2021-08-10,2.0,210.0,12,2315.36,0,5,0.0,0.0,1,2,0.0,0.0,1
12717,0,,1.0,2914257.0,49,4268.39,0,0,0.0,0.0,0,1,0.0,0.0,0
13037,1,2021-05-12,2.0,120.0,48,786.73,0,5,0.0,0.0,1,61,0.0,0.0,1
14346,1,2024-04-26,2.0,1200.0,48,2289.96,0,4,0.0,0.0,1,2,0.0,0.0,1
16850,1,2022-06-06,2.0,510.0,48,1344.96,0,4,0.0,0.0,1,2,0.0,0.0,1
17111,0,,1.0,2914257.0,49,2110.92,0,1,0.0,0.0,0,702,0.0,0.0,0
18170,1,2022-12-03,1.0,690.0,24,403.68,1,3,0.0,0.0,0,1,0.0,0.0,0
18825,0,,1.0,2914257.0,49,2214.31,0,0,0.0,0.0,0,1,0.0,0.0,0
20712,1,2022-09-04,1.0,600.0,21,995.4,1,2,0.0,0.0,0,1,0.0,0.0,0
24704,1,2022-05-07,1.0,480.0,17,675.24,1,4,0.0,0.0,0,1,0.0,0.0,0
1261,1,2021-09-10,2.0,240.0,47,3472.98,0,4,0.0,0.0,1,2,0.0,0.0,1
1693,0,,1.0,2914256.0,49,4735.36,0,1,0.0,0.0,0,1,0.0,0.0,0
5178,1,2021-09-10,1.0,240.0,1,233.52,1,4,0.0,0.0,0,1,0.0,0.0,0
6402,1,2023-08-31,1.0,960.0,33,1526.25,1,4,0.0,0.0,0,472,0.0,0.0,0
6641,1,2022-07-07,1.0,540.0,19,760.0,1,3,1.0,0.0,0,1,0.0,0.0,0
10970,0,,1.0,2914256.0,49,2007.04,0,1,0.0,0.0,0,1,0.0,0.0,0
15227,1,2024-09-24,2.0,1350.0,49,2317.37,0,2,0.0,0.0,0,718,0.0,0.0,1
15559,1,2024-01-16,2.0,1098.0,38,2588.45,1,5,0.0,0.0,0,2,0.0,0.0,0
17632,1,2024-02-15,3.0,1128.0,38,753.86,1,1,0.0,0.0,0,3,1.0,0.0,0
19591,1,2022-04-08,1.0,450.0,16,673.76,1,2,0.0,0.0,0,225,0.0,0.0,0
20251,1,2024-12-13,2.0,1430.0,47,993.62,1,4,0.0,0.0,0,2,0.0,0.0,0
23220,0,,1.0,2914256.0,49,1813.49,0,0,0.0,0.0,0,1,0.0,0.0,0
24562,1,2021-09-26,2.0,256.0,5,279.8,1,5,1.0,0.0,0,2,0.0,0.0,0
705,0,,1.0,2914255.0,4,1941.12,0,0,0.0,0.0,0,702,0.0,0.0,0
710,0,,1.0,2914255.0,49,1917.86,0,1,0.0,0.0,0,1,0.0,0.0,0
1547,1,2022-04-09,1.0,450.0,16,314.08,1,2,0.0,0.0,0,1,0.0,0.0,0
3279,1,2022-08-18,2.0,581.0,19,830.88,1,4,0.0,0.0,0,2,0.0,0.0,0
4826,1,2021-08-12,2.0,210.0,12,2240.56,0,4,0.0,0.0,1,2,0.0,0.0,1
5029,1,2024-10-19,3.0,1374.0,10,973.78,0,2,0.0,0.0,0,644,0.0,0.0,1
5191,0,,1.0,2914255.0,49,4638.83,0,2,0.0,0.0,0,1,0.0,0.0,0
5705,1,2024-01-29,1.0,1110.0,4,5327.52,1,5,0.0,0.0,0,579,0.0,0.0,0
8756,0,,1.0,2914255.0,4,1864.32,0,0,0.0,0.0,0,1,0.0,0.0,0
9309,1,2024-03-13,3.0,1154.0,37,1230.53,1,3,0.0,0.0,0,3,0.0,0.0,0
10076,1,2024-09-28,2.0,1353.0,16,2101.29,1,5,0.0,0.0,0,2,0.0,0.0,0
10863,0,,1.0,2914255.0,4,5601.12,0,0,0.0,0.0,0,714,0.0,0.0,0
12648,1,2022-12-05,1.0,690.0,24,436.8,1,1,0.0,0.0,0,1,0.0,0.0,0
12876,1,2022-03-10,1.0,420.0,15,741.9,1,3,1.0,0.0,0,219,0.0,0.0,0
13378,1,2022-04-09,2.0,450.0,19,1890.4,0,3,0.0,0.0,1,2,0.0,0.0,1
13728,0,,1.0,2914255.0,4,849.6,0,0,0.0,0.0,0,1,0.0,0.0,0
15558,1,2021-10-11,2.0,270.0,39,4272.9,0,5,0.0,0.0,1,2,0.0,0.0,1
16343,1,2023-09-01,1.0,960.0,33,1222.65,1,2,0.0,0.0,0,1,0.0,0.0,0
16845,1,2022-11-05,2.0,660.0,47,1438.95,0,4,0.0,0.0,1,2,0.0,0.0,1
18995,1,2022-12-05,2.0,690.0,26,2581.2,0,3,0.0,0.0,1,724,0.0,0.0,1
20048,0,,1.0,2914255.0,4,767.52,0,0,0.0,0.0,0,711,0.0,0.0,0
20999,1,2024-07-10,3.0,1273.0,4,829.2,1,3,0.0,0.0,0,3,0.0,0.0,0
21582,1,2022-01-09,1.0,360.0,13,211.12,1,1,0.0,0.0,0,193,0.0,0.0,0
1351,1,2023-05-05,1.0,840.0,29,470.67,1,2,0.0,0.0,0,430,0.0,0.0,0
1352,1,2022-08-08,1.0,570.0,20,713.4,1,3,0.0,0.0,0,1,0.0,0.0,0
2440,1,2023-09-02,2.0,960.0,18,4041.69,0,2,0.0,0.0,0,2,0.0,0.0,1
2697,1,2024-04-18,3.0,1189.0,40,2249.6,1,2,0.0,0.0,0,3,0.0,0.0,0
2835,1,2023-02-20,3.0,766.0,47,1345.22,0,1,0.0,0.0,1,3,0.0,0.0,1
4253,1,2021-03-16,1.0,60.0,3,147.15,1,4,0.0,0.0,1,1,0.0,0.0,0
5197,1,2024-10-26,1.0,1380.0,47,832.37,1,1,0.0,0.0,0,1,0.0,0.0,0
6365,1,2022-07-10,2.0,541.0,19,775.52,1,4,0.0,0.0,0,2,0.0,0.0,0
7215,0,,1.0,2914254.0,49,756.56,0,1,0.0,0.0,0,709,0.0,0.0,0
10651,1,2023-01-05,1.0,720.0,2,456.96,1,2,0.0,0.0,0,370,0.0,0.0,0
11233,1,2022-05-27,2.0,497.0,17,332.45,1,5,0.0,0.0,0,159,0.0,0.0,0
12464,0,,1.0,2914254.0,49,1782.62,0,0,0.0,0.0,0,1,0.0,0.0,0
13793,1,2021-06-14,1.0,150.0,6,114.24,1,5,2.0,1.0,0,1,0.0,0.0,0
14052,0,,1.0,2914254.0,4,1798.56,0,0,0.0,0.0,0,1,0.0,0.0,0
16469,0,,1.0,2914254.0,49,5769.26,0,2,0.0,0.0,0,734,0.0,0.0,0
16531,0,,1.0,2914254.0,49,738.92,0,0,0.0,0.0,0,1,0.0,0.0,0
17305,1,2022-05-10,1.0,480.0,17,729.81,1,1,0.0,0.0,0,1,0.0,0.0,0
18027,1,2024-01-31,2.0,1111.0,15,1623.22,1,3,0.0,0.0,0,2,0.0,0.0,0
20760,1,2024-04-21,2.0,1192.0,13,1982.4,1,5,0.0,0.0,0,136,0.0,0.0,0
21094,1,2022-11-01,3.0,655.0,22,687.84,1,2,0.0,0.0,0,140,0.0,0.0,0
21106,1,2024-05-28,2.0,1229.0,40,642.4,1,3,0.0,0.0,0,2,0.0,0.0,0
23766,1,2023-02-13,2.0,759.0,25,1152.25,1,4,0.0,0.0,0,2,0.0,0.0,0
